,num_cp,dim_h0_amb_1,dim_h0_amb_2,dim_h0_amb_3,dim_h0_amb_4,dim_h0_amb_5,dim_h0_amb_6,dim_h0_amb_7,dim_h0_amb_8,dim_h0_amb_9,dim_h0_amb_10,dim_h0_amb_11,dim_h0_amb_12,dim_h0_amb_13,dim_h0_amb_14,dim_h0_amb_15,dim_h0_amb_16,dim_h0_amb_17,dim_h0_amb_18,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
2023,9,6,4,4,4,4,8,16,6,8,36,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
6623,6,6,8,8,8,8,8,48,12,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
226,11,4,4,4,4,4,12,6,6,6,8,18,8,12,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
1013,11,4,4,6,4,4,6,6,10,6,6,10,10,15,15,0,0,0,0,1,1,1,1,1,1,1,2,2,2,4,0,0,0,0
1929,8,6,8,6,6,6,8,18,8,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5542,5,24,6,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
1404,9,4,4,6,4,4,12,24,4,24,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
2179,8,6,4,4,6,6,8,18,12,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
697,10,4,4,4,4,4,9,4,6,9,27,18,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1124,9,4,4,4,4,4,9,6,12,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3895,8,4,4,4,6,6,36,18,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1778,8,4,4,4,4,4,9,18,36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5013,6,18,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
2634,7,6,6,6,6,12,12,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3489,7,4,4,4,6,18,10,15,15,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
1037,9,6,6,6,6,6,6,6,18,12,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2256,8,8,8,8,8,8,8,8,8,8,8,16,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,0,0,0,0,0,0,0
6594,4,12,10,10,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
7756,5,6,8,6,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
313,11,6,4,4,6,4,4,4,6,18,6,6,18,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2649,7,18,6,6,6,6,10,10,10,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
2281,8,6,6,6,6,8,16,12,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7528,3,40,8,20,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2547,8,6,4,4,6,6,18,9,9,18,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2159,9,4,4,6,4,4,9,18,8,12,8,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3137,9,6,4,4,6,6,9,6,6,27,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
6531,5,6,8,6,24,24,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
3967,8,6,6,6,6,6,6,27,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1428,9,8,8,12,8,6,6,8,8,8,8,8,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,0,0,0,0,0,0
7609,3,16,16,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2520,10,4,4,6,4,4,6,6,4,6,9,36,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5048,8,6,4,4,4,4,10,6,10,15,45,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
5808,8,4,4,6,4,4,9,9,36,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
448,11,6,4,4,6,6,6,6,9,6,6,12,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
4955,6,12,6,6,6,20,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1284,9,6,4,4,6,6,6,12,12,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3727,8,6,4,4,24,6,6,9,8,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
361,12,6,4,4,4,4,6,6,4,4,4,54,6,6,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0
6330,6,8,8,8,8,16,8,32,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
6262,6,24,6,6,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
2460,7,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
22,14,6,6,4,6,4,4,4,6,6,6,6,6,9,9,6,4,9,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0
2066,11,6,4,4,4,4,6,6,6,9,9,6,6,27,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1653,8,6,8,16,8,8,6,8,8,8,12,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
702,10,6,6,4,4,4,6,6,4,12,9,27,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5687,7,6,6,6,6,6,18,27,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2743,10,6,4,4,6,6,6,6,6,6,36,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1376,9,6,6,6,6,6,6,12,9,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
6388,5,8,8,24,8,12,12,16,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
2468,9,4,4,4,4,4,6,12,9,8,12,24,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3754,8,6,4,4,24,24,6,6,8,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2325,9,6,6,4,4,4,4,8,8,36,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
460,11,6,4,4,6,6,6,6,6,6,8,8,12,9,12,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
4183,7,6,4,4,12,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
4082,6,6,6,6,18,9,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1486,9,12,6,6,6,6,6,6,8,8,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3678,7,6,8,6,6,16,9,9,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
282,12,6,4,4,4,6,4,4,9,6,6,9,6,4,27,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4558,6,6,8,6,20,18,8,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4308,7,10,10,24,6,6,10,10,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
4865,7,24,6,6,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
3537,7,12,8,6,6,16,16,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
5521,6,24,6,12,8,8,9,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2581,7,6,4,4,6,12,18,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1368,10,4,4,4,4,4,9,6,6,9,12,27,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7289,4,8,10,8,30,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0
5270,6,6,4,6,9,10,15,15,15,15,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
597,10,6,6,6,6,6,6,6,6,12,9,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
4351,8,4,4,4,4,4,9,54,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6384,5,24,6,6,8,16,16,16,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
4758,6,6,8,6,8,12,12,12,12,16,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
7790,5,6,6,6,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
7391,4,12,10,10,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
6744,5,12,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
3468,7,6,4,4,8,12,12,12,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5020,7,6,4,4,24,6,6,8,30,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2990,8,6,4,4,6,6,6,8,30,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6983,7,6,6,6,6,6,6,54,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7695,4,40,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
2544,8,6,4,4,8,6,8,12,12,18,9,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5840,5,16,8,6,24,9,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6518,4,15,15,12,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
4066,6,6,8,9,9,9,9,12,12,12,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0
3988,7,6,6,6,6,16,9,12,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7578,4,12,8,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
685,10,6,4,4,9,6,6,9,6,6,9,9,9,9,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
5011,5,8,8,8,20,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
3243,7,18,6,6,6,6,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6082,6,6,8,6,6,16,9,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4083,6,18,6,6,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2837,9,6,4,4,4,4,8,4,8,8,72,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
3697,6,6,6,6,8,18,12,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
4941,6,16,6,6,18,8,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6884,8,4,4,6,4,4,9,4,72,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4040,7,6,4,4,8,16,16,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
2230,8,6,8,6,6,8,12,8,9,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
7842,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2320,8,6,4,4,6,6,6,24,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4878,7,18,10,6,6,6,10,10,10,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
521,10,4,4,4,6,6,6,9,6,18,12,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
522,10,6,4,4,6,6,6,6,6,18,12,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6135,7,6,4,4,36,24,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6324,6,6,10,6,20,10,30,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
6321,7,6,8,6,8,8,8,8,8,48,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
5929,6,6,4,4,18,18,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
780,11,4,4,4,4,4,6,12,6,6,9,6,12,12,12,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
6146,4,6,20,12,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0
6948,5,6,18,6,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
651,10,4,4,6,4,4,9,6,6,6,36,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5860,6,36,6,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
2196,9,6,6,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
369,11,6,4,4,4,4,6,6,6,6,6,9,9,27,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
5151,7,6,6,6,6,6,18,27,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4214,7,24,8,6,6,8,8,9,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
377,13,4,4,6,4,4,6,4,4,4,6,9,6,9,6,18,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
5522,6,16,6,6,24,8,9,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2216,9,6,4,4,6,6,6,6,12,12,9,12,12,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
5982,7,6,4,6,4,6,9,12,30,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
1613,9,6,8,6,6,6,8,8,8,8,8,12,12,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
7044,5,6,6,24,8,36,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
3632,7,12,6,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
962,9,6,6,6,6,6,6,12,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
7064,5,16,6,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
7362,4,24,8,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
7307,5,10,10,6,60,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
5321,6,18,6,6,6,27,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
359,12,6,4,4,6,6,4,4,6,9,9,9,6,9,9,6,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
3839,8,24,6,6,6,6,6,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5253,6,6,6,27,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1246,9,6,4,4,12,6,8,9,6,6,9,12,12,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
5478,6,6,20,6,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
3694,7,6,6,6,18,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
6635,6,6,6,6,36,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2567,7,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
3423,9,6,4,4,9,6,6,27,6,9,9,6,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2037,8,12,6,6,6,6,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
772,11,4,4,4,4,4,6,9,6,6,9,6,27,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
7210,4,24,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
3562,9,6,4,4,4,4,6,6,8,12,36,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
7423,4,32,8,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0
7172,4,24,6,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
6781,5,6,6,27,27,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4531,6,8,8,8,8,24,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
1674,8,6,4,4,6,12,12,9,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
365,11,4,4,6,4,4,6,6,4,4,6,6,36,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
6765,4,8,8,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0
7575,5,6,8,6,8,72,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
4327,7,16,8,6,6,8,8,8,12,16,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
147,12,6,6,4,6,4,6,4,8,6,6,6,6,8,8,12,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
6901,7,4,4,4,8,8,96,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
3088,7,16,8,6,6,8,9,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6198,5,6,6,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
407,11,4,4,6,4,4,6,6,4,6,9,12,12,12,12,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
7243,4,20,6,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
3456,8,6,4,4,6,6,18,9,9,18,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4182,9,4,4,4,4,4,6,6,54,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3576,8,6,6,6,6,8,8,8,8,12,12,16,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
3271,7,6,8,6,6,8,8,18,9,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
4940,6,24,6,6,8,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1031,9,6,4,4,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6766,5,6,6,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
855,10,12,12,6,6,6,6,6,6,6,6,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
3926,7,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
78,13,6,6,4,6,4,6,4,4,4,6,6,6,6,6,18,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
2247,9,6,18,6,6,6,6,6,6,6,18,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5819,5,18,6,6,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
7166,4,30,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
7214,5,6,6,48,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6080,6,6,8,6,12,8,36,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5402,10,6,4,4,6,6,4,4,6,54,6,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
788,10,4,4,4,4,4,9,6,6,9,27,12,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2279,7,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0
4095,9,4,4,4,4,4,9,6,36,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3897,6,8,8,12,8,8,12,12,16,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
5118,6,6,10,6,6,20,9,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
6527,6,6,6,6,36,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3631,7,12,6,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7505,6,6,8,6,96,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
424,11,4,4,6,4,4,9,6,6,9,6,18,9,6,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
392,11,4,4,4,6,4,6,6,6,6,6,9,9,27,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
5866,5,24,6,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
7405,5,10,10,6,6,20,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
4200,7,6,4,4,8,18,8,8,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2672,7,6,6,6,12,12,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
7177,4,6,24,9,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
5306,6,18,6,6,6,9,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3493,10,4,4,6,4,4,6,6,6,9,36,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1459,9,4,4,4,6,6,9,8,8,18,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5670,6,6,8,12,8,24,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
5302,5,10,10,6,10,18,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
5744,5,24,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
3835,8,24,6,6,6,6,8,8,8,9,9,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6862,5,30,6,10,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
