,num_cp
2992,3
2993,8
2994,4
2995,6
2996,7
2997,6
2998,7
2999,5
3000,6
3001,6
3002,7
3003,5
3004,3
3005,5
3006,5
3007,7
3008,7
3009,5
3010,8
3011,6
3012,7
3013,3
3014,8
3015,10
3016,7
3017,9
3018,6
3019,8
3020,6
3021,6
3022,8
3023,5
3024,4
3025,9
3026,7
3027,8
3028,3
3029,8
3030,7
3031,8
3032,6
3033,7
3034,6
3035,5
3036,7
3037,6
3038,4
3039,7
3040,7
3041,9
3042,7
3043,7
3044,7
3045,6
3046,7
3047,6
3048,3
3049,7
3050,7
3051,6
3052,8
3053,7
3054,4
3055,6
3056,6
3057,6
3058,7
3059,8
3060,5
3061,7
3062,6
3063,7
3064,8
3065,9
3066,8
3067,5
3068,9
3069,5
3070,8
3071,7
3072,7
3073,7
3074,5
3075,9
3076,4
3077,7
3078,6
3079,7
3080,8
3081,6
3082,7
3083,6
3084,3
3085,8
3086,9
3087,6
3088,8
3089,5
3090,6
3091,8
3092,9
3093,6
3094,7
3095,6
3096,7
3097,5
3098,7
3099,6
3100,7
3101,7
3102,5
3103,8
3104,7
3105,7
3106,9
3107,7
3108,5
3109,5
3110,6
3111,8
3112,6
3113,5
3114,6
3115,6
3116,3
3117,6
3118,3
3119,6
3120,6
3121,5
3122,5
3123,6
3124,6
3125,7
3126,5
3127,3
3128,7
3129,6
3130,8
3131,5
3132,4
3133,6
3134,7
3135,6
3136,5
3137,3
3138,7
3139,8
3140,5
3141,7
3142,7
3143,5
3144,7
3145,6
3146,7
3147,9
3148,8
3149,7
3150,4
3151,6
3152,5
3153,4
3154,5
3155,6
3156,10
3157,7
3158,7
3159,6
3160,10
3161,5
3162,7
3163,5
3164,5
3165,7
3166,7
3167,6
3168,7
3169,7
3170,8
3171,7
3172,9
3173,7
3174,6
3175,7
3176,7
3177,6
3178,7
3179,9
3180,6
3181,4
3182,5
3183,6
3184,7
3185,7
3186,8
3187,8
3188,7
3189,6
3190,6
3191,6
3192,7
3193,8
3194,5
3195,5
3196,7
3197,6
3198,3
3199,8
3200,6
3201,6
3202,6
3203,4
3204,5
3205,5
3206,12
3207,8
3208,8
3209,6
3210,6
3211,8
3212,8
3213,8
3214,8
3215,5
3216,4
3217,4
3218,8
3219,8
3220,6
3221,6
3222,8
3223,7
3224,7
3225,7
3226,9
3227,8
3228,6
3229,7
3230,8
3231,8
3232,4
3233,7
3234,8
3235,7
3236,6
3237,11
3238,6
3239,4
3240,5
3241,6
3242,5
3243,9
3244,8
3245,7
3246,8
3247,8
3248,4
3249,8
3250,7
3251,8
3252,7
3253,7
3254,6
3255,6
3256,7
3257,6
3258,8
3259,6
3260,7
3261,8
3262,6
3263,7
3264,7
3265,7
3266,6
3267,6
3268,8
3269,7
3270,7
3271,8
3272,6
3273,9
3274,4
3275,5
3276,6
3277,2
3278,6
3279,6
3280,7
3281,6
3282,7
3283,7
3284,7
3285,6
3286,6
3287,7
3288,8
3289,6
3290,2
3291,6
3292,7
3293,5
3294,9
3295,6
3296,5
3297,5
3298,5
3299,8
3300,7
3301,6
3302,7
3303,8
3304,5
3305,6
3306,7
3307,6
3308,5
3309,6
3310,8
3311,6
3312,6
3313,7
3314,6
3315,6
3316,7
3317,4
3318,6
3319,7
3320,8
3321,7
3322,3
3323,8
3324,8
3325,7
3326,7
3327,8
3328,9
3329,6
3330,6
3331,5
3332,6
3333,6
3334,7
3335,4
3336,9
3337,9
3338,7
3339,8
3340,8
3341,6
3342,9
3343,8
3344,6
3345,7
3346,4
3347,9
3348,5
3349,8
3350,6
3351,7
3352,5
3353,5
3354,8
3355,5
3356,7
3357,7
3358,7
3359,6
3360,7
3361,7
3362,7
3363,10
3364,5
3365,5
3366,6
3367,7
3368,7
3369,6
3370,7
3371,6
3372,8
3373,5
3374,6
3375,6
3376,4
3377,6
3378,7
3379,2
3380,5
3381,8
3382,4
3383,7
3384,7
3385,7
3386,8
3387,8
3388,7
3389,6
3390,6
3391,7
3392,8
3393,8
3394,7
3395,3
3396,7
3397,7
3398,6
3399,5
3400,5
3401,4
3402,9
3403,8
3404,8
3405,5
3406,6
3407,4
3408,9
3409,8
3410,5
3411,6
3412,5
3413,8
3414,8
3415,4
3416,5
3417,8
3418,6
3419,7
3420,7
3421,6
3422,9
3423,7
3424,7
3425,7
3426,7
3427,4
3428,5
3429,7
3430,11
3431,3
3432,3
3433,8
3434,7
3435,7
3436,8
3437,9
3438,6
3439,6
3440,8
3441,7
3442,5
3443,9
3444,5
3445,8
3446,7
3447,6
3448,4
3449,6
3450,8
3451,7
3452,4
3453,8
3454,6
3455,8
3456,9
3457,7
3458,6
3459,6
3460,6
3461,5
3462,4
3463,3
3464,7
3465,7
3466,7
3467,4
3468,7
3469,9
3470,6
3471,6
3472,7
3473,8
3474,6
3475,3
3476,7
3477,7
3478,8
3479,6
3480,7
3481,7
3482,4
3483,6
3484,8
3485,8
3486,8
3487,6
3488,8
3489,6
3490,7
3491,9
3492,6
3493,9
3494,6
3495,10
3496,7
3497,6
3498,7
3499,5
3500,7
3501,8
3502,7
3503,4
3504,6
3505,6
3506,4
3507,7
3508,11
3509,7
3510,8
3511,6
3512,4
3513,9
3514,5
3515,5
3516,8
3517,7
3518,6
3519,9
3520,6
3521,8
3522,5
3523,6
3524,5
3525,6
3526,6
3527,9
3528,7
3529,7
3530,8
3531,7
3532,7
3533,8
3534,8
3535,8
3536,9
3537,8
3538,6
3539,6
3540,4
3541,6
3542,7
3543,6
3544,5
3545,5
3546,8
3547,8
3548,4
3549,5
3550,3
3551,7
3552,7
3553,8
3554,5
3555,8
3556,7
3557,5
3558,7
3559,8
3560,8
3561,7
3562,10
3563,8
3564,6
3565,7
3566,7
3567,10
3568,7
3569,6
3570,7
3571,6
3572,9
3573,7
3574,7
3575,6
3576,8
3577,9
3578,6
3579,9
3580,6
3581,6
3582,5
3583,8
3584,9
3585,7
3586,7
3587,6
3588,6
3589,3
3590,5
3591,7
3592,7
3593,5
3594,6
3595,4
3596,7
3597,8
3598,6
3599,5
3600,6
3601,8
3602,6
3603,8
3604,6
3605,6
3606,5
3607,6
3608,7
3609,6
3610,8
3611,7
3612,8
3613,10
3614,6
3615,8
3616,7
3617,5
3618,6
3619,8
3620,7
3621,4
3622,7
3623,3
3624,7
3625,6
3626,6
3627,5
3628,5
3629,8
3630,6
3631,6
3632,6
3633,3
3634,4
3635,8
3636,6
3637,5
3638,6
3639,7
3640,6
3641,7
3642,8
3643,7
3644,7
3645,7
3646,6
3647,3
3648,7
3649,7
3650,9
3651,6
3652,8
3653,7
3654,7
3655,6
3656,4
3657,4
3658,7
3659,8
3660,6
3661,8
3662,7
3663,7
3664,7
3665,6
3666,5
3667,5
3668,8
3669,7
3670,5
3671,6
3672,5
3673,5
3674,5
3675,6
3676,3
3677,8
3678,6
3679,7
3680,5
3681,7
3682,5
3683,6
3684,5
3685,6
3686,7
3687,7
3688,6
3689,5
3690,6
3691,6
3692,8
3693,9
3694,6
3695,7
3696,9
3697,6
3698,6
3699,7
3700,7
3701,5
3702,7
3703,6
3704,5
3705,5
3706,8
3707,2
3708,7
3709,7
3710,9
3711,7
3712,8
3713,7
3714,7
3715,8
3716,6
3717,6
3718,5
3719,8
3720,8
3721,7
3722,7
3723,7
3724,4
3725,5
3726,7
3727,7
3728,5
3729,7
3730,7
3731,8
3732,8
3733,10
3734,6
3735,9
3736,8
3737,7
3738,2
3739,6
3740,5
3741,7
3742,6
3743,4
3744,4
3745,8
3746,7
3747,5
3748,7
3749,7
3750,8
3751,5
3752,6
3753,4
3754,7
3755,9
3756,4
3757,7
3758,6
3759,4
3760,6
3761,9
3762,4
3763,7
3764,8
3765,5
3766,5
3767,7
3768,5
3769,6
3770,7
3771,6
3772,6
3773,5
3774,6
3775,8
3776,6
3777,9
3778,6
3779,6
3780,5
3781,6
3782,7
3783,6
3784,6
3785,4
3786,8
3787,5
3788,6
3789,7
3790,3
3791,7
3792,4
3793,6
3794,7
3795,7
3796,7
3797,6
3798,6
3799,5
3800,6
3801,7
3802,5
3803,4
3804,6
3805,8
3806,5
3807,9
3808,5
3809,6
3810,7
3811,9
3812,7
3813,5
3814,8
3815,5
3816,9
3817,7
3818,6
3819,3
3820,7
3821,6
3822,8
3823,6
3824,8
3825,5
3826,9
3827,4
3828,8
3829,7
3830,9
3831,5
3832,8
3833,8
3834,9
3835,4
3836,8
3837,6
3838,6
3839,4
3840,9
3841,7
3842,8
3843,5
3844,7
3845,7
3846,6
3847,4
3848,7
3849,8
3850,7
3851,5
3852,3
3853,6
3854,6
3855,6
3856,4
3857,6
3858,5
3859,5
3860,8
3861,4
3862,3
3863,4
3864,8
3865,6
3866,5
3867,10
3868,8
3869,6
3870,10
3871,4
3872,5
3873,5
3874,3
3875,4
3876,4
3877,8
3878,6
3879,10
3880,9
3881,7
3882,4
3883,6
3884,6
3885,4
3886,7
3887,6
3888,7
3889,8
3890,8
3891,3
3892,7
3893,9
3894,7
3895,4
3896,5
3897,7
3898,8
3899,6
3900,6
3901,7
3902,6
3903,6
3904,8
3905,7
3906,5
3907,7
3908,8
3909,10
3910,6
3911,7
3912,4
3913,6
3914,8
3915,7
3916,10
3917,6
3918,8
3919,7
3920,8
3921,7
3922,8
3923,6
3924,10
3925,8
3926,4
3927,6
3928,7
3929,7
3930,4
3931,6
3932,7
3933,8
3934,8
3935,9
3936,5
3937,8
3938,8
3939,7
3940,6
3941,5
3942,6
3943,4
3944,8
3945,8
3946,4
3947,8
3948,7
3949,8
3950,6
3951,4
3952,6
3953,5
3954,6
3955,6
3956,9
3957,8
3958,9
3959,7
3960,3
3961,6
3962,7
3963,7
3964,5
3965,5
3966,7
3967,10
3968,6
3969,8
3970,7
3971,7
3972,4
3973,7
3974,6
3975,3
3976,7
3977,7
3978,7
3979,8
3980,9
3981,5
3982,6
3983,4
3984,8
3985,5
3986,7
3987,6
3988,4
3989,4
3990,8
3991,9
3992,8
3993,6
3994,5
3995,7
3996,7
3997,7
3998,7
3999,7
4000,5
4001,7
4002,6
4003,6
4004,7
4005,9
4006,5
4007,8
4008,6
4009,5
4010,6
4011,9
4012,7
4013,8
4014,5
4015,9
4016,9
4017,10
4018,8
4019,8
4020,7
4021,6
4022,8
4023,7
4024,5
4025,7
4026,8
4027,8
4028,5
4029,4
4030,7
4031,6
4032,10
4033,9
4034,6
4035,4
4036,9
4037,6
4038,8
4039,8
4040,8
4041,7
4042,4
4043,4
4044,6
4045,6
4046,7
4047,4
4048,7
4049,6
4050,8
4051,8
4052,6
4053,8
4054,9
4055,5
4056,6
4057,9
4058,4
4059,7
4060,7
4061,5
4062,8
4063,5
4064,4
4065,9
4066,6
4067,5
4068,5
4069,6
4070,5
4071,5
4072,8
4073,7
4074,4
4075,8
4076,6
4077,5
4078,7
4079,7
4080,8
4081,9
4082,7
4083,10
4084,7
4085,6
4086,8
4087,3
4088,6
4089,4
4090,6
4091,6
4092,4
4093,5
4094,6
4095,8
4096,8
4097,9
4098,7
4099,4
4100,6
4101,7
4102,5
4103,8
4104,7
4105,7
4106,5
4107,4
4108,6
4109,8
4110,7
4111,5
4112,6
4113,9
4114,5
4115,7
4116,5
4117,7
4118,5
4119,5
4120,7
4121,7
4122,7
4123,7
4124,7
4125,6
4126,8
4127,7
4128,8
4129,5
4130,6
4131,7
4132,7
4133,6
4134,7
4135,5
4136,6
4137,7
4138,6
4139,9
4140,8
4141,4
4142,5
4143,8
4144,7
4145,8
4146,3
4147,7
4148,6
4149,8
4150,5
4151,8
4152,9
4153,3
4154,4
4155,6
4156,5
4157,10
4158,6
4159,8
4160,7
4161,7
4162,6
4163,6
4164,7
4165,9
4166,9
4167,8
4168,8
4169,7
4170,9
4171,9
4172,5
4173,6
4174,7
4175,7
4176,10
4177,6
4178,6
4179,9
4180,7
4181,8
4182,6
4183,7
4184,7
4185,7
4186,6
4187,6
4188,7
4189,4
4190,4
4191,10
4192,5
4193,5
4194,6
4195,5
4196,4
4197,5
4198,6
4199,6
4200,7
4201,7
4202,4
4203,7
4204,5
4205,4
4206,6
4207,7
4208,4
4209,8
4210,5
4211,7
4212,6
4213,6
4214,7
4215,6
4216,6
4217,5
4218,6
4219,8
4220,3
4221,7
4222,7
4223,9
4224,9
4225,5
4226,6
4227,7
4228,5
4229,8
4230,4
4231,5
4232,7
4233,6
4234,9
4235,9
4236,7
4237,7
4238,7
4239,6
4240,8
4241,4
4242,9
4243,5
4244,7
4245,9
4246,5
4247,4
4248,5
4249,6
4250,7
4251,8
4252,6
4253,7
4254,6
4255,7
4256,6
4257,7
4258,7
4259,8
4260,8
4261,4
4262,7
4263,4
4264,4
4265,5
4266,6
4267,7
4268,5
4269,4
4270,5
4271,7
4272,9
4273,6
4274,7
4275,5
4276,7
4277,4
4278,7
4279,6
4280,8
4281,7
4282,6
4283,8
4284,5
4285,10
4286,7
4287,9
4288,9
4289,5
4290,4
4291,5
4292,6
4293,5
4294,7
4295,7
4296,6
4297,6
4298,6
4299,6
4300,7
4301,6
4302,8
4303,9
4304,5
4305,5
4306,6
4307,7
4308,4
4309,6
4310,7
4311,8
4312,6
4313,5
4314,5
4315,8
4316,5
4317,5
4318,5
4319,5
4320,6
4321,7
4322,4
4323,7
4324,4
4325,3
4326,6
4327,10
4328,7
4329,4
4330,4
4331,3
4332,2
4333,7
4334,7
4335,9
4336,7
4337,6
4338,9
4339,7
4340,7
4341,7
4342,4
4343,8
4344,8
4345,8
4346,6
4347,8
4348,8
4349,8
4350,3
4351,6
4352,7
4353,4
4354,5
4355,6
4356,9
4357,7
4358,9
4359,8
4360,8
4361,3
4362,7
4363,10
4364,8
4365,5
4366,9
4367,8
4368,5
4369,7
4370,6
4371,10
4372,9
4373,7
4374,6
4375,4
4376,9
4377,8
4378,5
4379,6
4380,5
4381,8
4382,4
4383,5
4384,5
4385,8
4386,7
4387,9
4388,9
4389,7
4390,4
4391,7
4392,5
4393,6
4394,5
4395,8
4396,5
4397,9
4398,8
4399,6
4400,5
4401,9
4402,7
4403,7
4404,5
4405,7
4406,5
4407,6
4408,6
4409,8
4410,5
4411,5
4412,5
4413,6
4414,6
4415,9
4416,4
4417,5
4418,5
4419,7
4420,6
4421,9
4422,8
4423,5
4424,9
4425,5
4426,3
4427,7
4428,6
4429,6
4430,8
4431,8
4432,10
4433,5
4434,5
4435,8
4436,8
4437,6
4438,6
4439,6
4440,7
4441,6
4442,9
4443,6
4444,7
4445,2
4446,6
4447,7
4448,3
4449,5
4450,6
4451,6
4452,8
4453,3
4454,5
4455,6
4456,5
4457,4
4458,5
4459,8
4460,2
4461,5
4462,5
4463,7
4464,6
4465,4
4466,7
4467,6
4468,5
4469,4
4470,7
4471,5
4472,9
4473,7
4474,7
4475,8
4476,7
4477,7
4478,5
4479,4
4480,7
4481,6
4482,7
4483,6
4484,6
4485,7
4486,8
4487,7
4488,5
4489,6
4490,6
4491,7
4492,5
4493,4
4494,6
4495,6
4496,6
4497,8
4498,6
4499,4
4500,6
4501,7
4502,6
4503,5
4504,8
4505,7
4506,4
4507,5
4508,6
4509,8
4510,8
4511,5
4512,5
4513,6
4514,8
4515,6
4516,7
4517,5
4518,5
4519,7
4520,7
4521,7
4522,7
4523,3
4524,5
4525,6
4526,6
4527,6
4528,6
4529,8
4530,6
4531,7
4532,7
4533,6
4534,3
4535,4
4536,8
4537,8
4538,7
4539,6
4540,7
4541,9
4542,5
4543,5
4544,10
4545,7
4546,5
4547,7
4548,7
4549,5
4550,5
4551,9
4552,8
4553,7
4554,9
4555,8
4556,4
4557,6
4558,7
4559,5
4560,5
4561,3
4562,6
4563,7
4564,9
4565,5
4566,7
4567,7
4568,8
4569,6
4570,6
4571,7
4572,7
4573,8
4574,6
4575,4
4576,5
4577,6
4578,5
4579,6
4580,6
4581,6
4582,7
4583,9
4584,5
4585,11
4586,5
4587,8
4588,7
4589,7
4590,5
4591,7
4592,8
4593,6
4594,6
4595,5
4596,8
4597,7
4598,6
4599,4
4600,6
4601,5
4602,5
4603,8
4604,4
4605,5
4606,6
4607,8
4608,5
4609,6
4610,4
4611,9
4612,7
4613,6
4614,4
4615,6
4616,7
4617,6
4618,7
4619,3
4620,6
4621,8
4622,8
4623,8
4624,9
4625,6
4626,7
4627,7
4628,8
4629,6
4630,9
4631,8
4632,5
4633,7
4634,6
4635,6
4636,5
4637,6
4638,6
4639,8
4640,8
4641,6
4642,8
4643,6
4644,8
4645,6
4646,8
4647,8
4648,8
4649,8
4650,6
4651,6
4652,8
4653,7
4654,9
4655,7
4656,6
4657,9
4658,5
4659,4
4660,6
4661,4
4662,4
4663,7
4664,8
4665,5
4666,9
4667,9
4668,7
4669,5
4670,5
4671,9
4672,9
4673,6
4674,5
4675,8
4676,6
4677,8
4678,6
4679,4
4680,8
4681,5
4682,7
4683,5
4684,6
4685,6
4686,5
4687,7
4688,5
4689,9
4690,7
4691,6
4692,6
4693,7
4694,6
4695,4
4696,9
4697,6
4698,5
4699,6
4700,8
4701,6
4702,5
4703,10
4704,5
4705,4
4706,5
4707,4
4708,5
4709,7
4710,8
4711,6
4712,5
4713,8
4714,5
4715,6
4716,4
4717,6
4718,6
4719,9
4720,8
4721,7
4722,5
4723,8
4724,8
4725,7
4726,6
4727,7
4728,7
4729,4
4730,6
4731,4
4732,7
4733,6
4734,7
4735,6
4736,5
4737,5
4738,6
4739,6
4740,8
4741,8
4742,7
4743,8
4744,6
4745,8
4746,4
4747,8
4748,5
4749,7
4750,8
4751,6
4752,8
4753,9
4754,6
4755,7
4756,9
4757,8
4758,8
4759,7
4760,5
4761,8
4762,5
4763,9
4764,7
4765,6
4766,7
4767,7
4768,8
4769,8
4770,9
4771,9
4772,7
4773,8
4774,4
4775,6
4776,7
4777,9
4778,9
4779,7
4780,9
4781,5
4782,7
4783,5
4784,7
4785,8
4786,11
4787,7
4788,6
4789,8
4790,5
4791,6
4792,6
4793,5
4794,4
4795,6
4796,4
4797,8
4798,6
4799,5
4800,9
4801,10
4802,8
4803,6
4804,4
4805,6
4806,4
4807,8
4808,8
4809,7
4810,4
4811,7
4812,6
4813,5
4814,8
4815,9
4816,6
4817,7
4818,8
4819,7
4820,6
4821,7
4822,6
4823,5
4824,8
4825,6
4826,6
4827,8
4828,7
4829,6
4830,7
4831,5
4832,7
4833,9
4834,7
4835,4
4836,5
4837,7
4838,7
4839,8
4840,7
4841,6
4842,7
4843,5
4844,8
4845,9
4846,5
4847,3
4848,7
4849,8
4850,8
4851,5
4852,7
4853,9
4854,6
4855,5
4856,3
4857,4
4858,7
4859,8
4860,4
4861,8
4862,6
4863,6
4864,7
4865,8
4866,7
4867,6
4868,6
4869,6
4870,10
4871,7
4872,3
4873,7
4874,7
4875,6
4876,7
4877,8
4878,7
4879,8
4880,7
4881,5
4882,6
4883,6
4884,8
4885,8
4886,5
4887,7
4888,10
4889,5
4890,6
4891,7
4892,5
4893,5
4894,5
4895,7
4896,6
4897,6
4898,7
4899,7
4900,7
4901,9
4902,5
4903,7
4904,5
4905,3
4906,3
4907,5
4908,7
4909,6
4910,11
4911,8
4912,7
4913,8
4914,5
4915,6
4916,6
4917,6
4918,8
4919,7
4920,4
4921,7
4922,10
4923,10
4924,9
4925,7
4926,5
4927,7
4928,7
4929,7
4930,4
4931,7
4932,7
4933,6
4934,8
4935,7
4936,7
4937,6
4938,8
4939,9
4940,8
4941,6
4942,5
4943,7
4944,5
4945,8
4946,7
4947,7
4948,8
4949,5
4950,8
4951,6
4952,6
4953,10
4954,7
4955,7
4956,7
4957,8
4958,6
4959,5
4960,9
4961,9
4962,5
4963,7
4964,6
4965,8
4966,5
4967,5
4968,9
4969,6
4970,6
4971,7
4972,6
4973,4
4974,6
4975,9
4976,8
4977,5
4978,6
4979,4
4980,7
4981,6
4982,10
4983,9
4984,3
4985,1
4986,4
4987,6
4988,4
4989,9
4990,8
4991,8
4992,6
4993,8
4994,6
4995,9
4996,7
4997,9
4998,8
4999,7
5000,6
5001,6
5002,7
5003,3
5004,7
5005,7
5006,9
5007,10
5008,8
5009,6
5010,7
5011,5
5012,6
5013,6
5014,8
5015,8
5016,4
5017,2
5018,6
5019,7
5020,8
5021,7
5022,8
5023,7
5024,7
5025,7
5026,8
5027,7
5028,2
5029,7
5030,7
5031,4
5032,6
5033,5
5034,5
5035,6
5036,9
5037,6
5038,6
5039,5
5040,9
5041,6
5042,4
5043,7
5044,7
5045,7
5046,5
5047,6
5048,6
5049,7
5050,6
5051,8
5052,8
5053,3
5054,4
5055,10
5056,4
5057,7
5058,8
5059,7
5060,8
5061,7
5062,7
5063,8
5064,6
5065,4
5066,9
5067,10
5068,5
5069,7
5070,7
5071,6
5072,6
5073,9
5074,7
5075,4
5076,8
5077,8
5078,4
5079,6
5080,6
5081,4
5082,9
5083,7
5084,8
5085,9
5086,9
5087,3
5088,6
5089,7
5090,5
5091,5
5092,7
5093,6
5094,8
5095,7
5096,7
5097,10
5098,9
5099,7
5100,6
5101,6
5102,6
5103,7
5104,8
5105,5
5106,7
5107,9
5108,7
5109,6
5110,7
5111,5
5112,9
5113,5
5114,4
5115,8
5116,5
5117,5
5118,6
5119,8
5120,8
5121,8
5122,8
5123,10
5124,6
5125,7
5126,8
5127,7
5128,5
5129,6
5130,7
5131,8
5132,6
5133,7
5134,6
5135,5
5136,9
5137,6
5138,8
5139,7
5140,7
5141,6
5142,6
5143,8
5144,5
5145,6
5146,7
5147,7
5148,7
5149,7
5150,7
5151,8
5152,5
5153,5
5154,5
5155,6
5156,6
5157,8
5158,5
5159,6
5160,7
5161,6
5162,8
5163,5
5164,7
5165,5
5166,5
5167,4
5168,6
5169,7
5170,7
5171,8
5172,7
5173,10
5174,6
5175,9
5176,6
5177,6
5178,8
5179,6
5180,6
5181,8
5182,7
5183,5
5184,8
5185,9
5186,5
5187,6
5188,5
5189,7
5190,9
5191,6
5192,4
5193,9
5194,8
5195,8
5196,8
5197,7
5198,5
5199,9
5200,7
5201,6
5202,5
5203,7
5204,8
5205,7
5206,6
5207,6
5208,7
5209,6
5210,8
5211,9
5212,7
5213,6
5214,8
5215,8
5216,5
5217,8
5218,6
5219,4
5220,6
5221,7
5222,8
5223,7
5224,6
5225,7
5226,5
5227,6
5228,7
5229,7
5230,6
5231,10
5232,8
5233,7
5234,7
5235,7
5236,6
5237,6
5238,6
5239,5
5240,7
5241,7
5242,6
5243,6
5244,5
5245,6
5246,9
5247,8
5248,6
5249,5
5250,6
5251,9
5252,6
5253,4
5254,8
5255,9
5256,7
5257,6
5258,7
5259,8
5260,7
5261,8
5262,7
5263,4
5264,9
5265,8
5266,8
5267,8
5268,6
5269,7
5270,4
5271,5
5272,7
5273,6
5274,8
5275,6
5276,7
5277,7
5278,11
5279,6
5280,4
5281,8
5282,2
5283,7
5284,8
5285,4
5286,5
5287,7
5288,7
5289,7
5290,3
5291,3
5292,5
5293,6
5294,5
5295,6
5296,7
5297,8
5298,7
5299,7
5300,7
5301,8
5302,7
5303,7
5304,3
5305,6
5306,6
5307,9
5308,4
5309,9
5310,7
5311,9
5312,6
5313,7
5314,7
5315,6
5316,3
5317,4
5318,8
5319,7
5320,7
5321,5
5322,10
5323,5
5324,10
5325,7
5326,7
5327,8
5328,8
5329,7
5330,6
5331,5
5332,6
5333,10
5334,5
5335,6
5336,7
5337,8
5338,6
5339,7
5340,7
5341,6
5342,3
5343,7
5344,7
5345,7
5346,5
5347,6
5348,6
5349,5
5350,9
5351,5
5352,3
5353,4
5354,7
5355,7
5356,4
5357,5
5358,6
5359,3
5360,8
5361,6
5362,8
5363,4
5364,5
5365,5
5366,4
5367,6
5368,9
5369,7
5370,9
5371,4
5372,4
5373,7
5374,7
5375,8
5376,5
5377,8
5378,4
5379,8
5380,5
5381,7
5382,7
5383,8
5384,8
5385,9
5386,7
5387,5
5388,8
5389,7
5390,6
5391,5
5392,6
5393,9
5394,6
5395,8
5396,5
5397,6
5398,5
5399,9
5400,6
5401,8
5402,10
5403,6
5404,6
5405,7
5406,8
5407,10
5408,6
5409,6
5410,7
5411,7
5412,8
5413,5
5414,6
5415,9
5416,5
5417,8
5418,9
5419,7
5420,8
5421,5
5422,4
5423,9
5424,6
5425,6
5426,5
5427,6
5428,6
5429,8
5430,8
5431,6
5432,6
5433,4
5434,5
5435,6
5436,5
5437,5
5438,6
5439,7
5440,8
5441,5
5442,7
5443,8
5444,10
5445,4
5446,5
5447,9
5448,8
5449,7
5450,7
5451,9
5452,5
5453,4
5454,9
5455,5
5456,6
5457,5
5458,5
5459,8
5460,6
5461,8
5462,7
5463,8
5464,8
5465,5
5466,4
5467,7
5468,7
5469,8
5470,8
5471,8
5472,7
5473,8
5474,3
5475,7
5476,8
5477,9
5478,6
5479,7
5480,6
5481,7
5482,7
5483,7
5484,7
5485,8
5486,6
5487,6
5488,8
5489,8
5490,7
5491,5
5492,5
5493,6
5494,4
5495,4
5496,7
5497,6
5498,4
5499,6
5500,5
5501,9
5502,4
5503,2
5504,8
5505,3
5506,7
5507,7
5508,5
5509,4
5510,6
5511,7
5512,8
5513,8
5514,10
5515,5
5516,9
5517,6
5518,9
5519,6
5520,7
5521,7
5522,7
5523,9
5524,9
5525,6
5526,5
5527,6
5528,9
5529,9
5530,6
5531,7
5532,7
5533,7
5534,6
5535,6
5536,6
5537,4
5538,9
5539,4
5540,5
5541,5
5542,6
5543,6
5544,6
5545,8
5546,9
5547,7
5548,7
5549,4
5550,6
5551,5
5552,5
5553,6
5554,9
5555,9
5556,6
5557,6
5558,5
5559,6
5560,5
5561,6
5562,6
5563,6
5564,9
5565,9
5566,6
5567,7
5568,6
5569,7
5570,6
5571,7
5572,9
5573,5
5574,6
5575,3
5576,3
5577,6
5578,5
5579,8
5580,6
5581,8
5582,3
5583,8
5584,8
5585,3
5586,7
5587,7
5588,7
5589,8
5590,9
5591,7
5592,7
5593,8
5594,5
5595,8
5596,8
5597,7
5598,6
5599,6
5600,6
5601,7
5602,8
5603,6
5604,7
5605,7
5606,6
5607,7
5608,7
5609,6
5610,6
5611,7
5612,5
5613,6
5614,8
5615,7
5616,6
5617,5
5618,5
5619,4
5620,6
5621,6
5622,4
5623,8
5624,6
5625,5
5626,8
5627,6
5628,6
5629,5
5630,6
5631,5
5632,6
5633,4
5634,8
5635,7
5636,4
5637,4
5638,6
5639,8
5640,5
5641,4
5642,9
5643,5
5644,4
5645,7
5646,7
5647,7
5648,10
5649,9
5650,7
5651,8
5652,6
5653,8
5654,7
5655,7
5656,8
5657,3
5658,7
5659,8
5660,7
5661,8
5662,5
5663,7
5664,4
5665,9
5666,7
5667,5
5668,8
5669,3
5670,3
5671,8
5672,4
5673,6
5674,6
5675,6
5676,10
5677,8
5678,5
5679,8
5680,3
5681,6
5682,7
5683,6
5684,7
5685,8
5686,8
5687,9
5688,8
5689,8
5690,7
5691,3
5692,9
5693,4
5694,6
5695,7
5696,7
5697,5
5698,8
5699,5
5700,5
5701,7
5702,5
5703,5
5704,6
5705,6
5706,6
5707,5
5708,9
5709,7
5710,8
5711,3
5712,8
5713,10
5714,7
5715,8
5716,8
5717,7
5718,5
5719,4
5720,7
5721,7
5722,4
5723,5
5724,6
5725,6
5726,4
5727,6
5728,9
5729,4
5730,8
5731,8
5732,5
5733,7
5734,8
5735,8
5736,7
5737,6
5738,6
5739,9
5740,8
5741,6
5742,7
5743,9
5744,8
5745,9
5746,7
5747,10
5748,7
5749,5
5750,4
5751,5
5752,6
5753,8
5754,6
5755,6
5756,4
5757,3
5758,8
5759,8
5760,6
5761,8
5762,5
5763,8
5764,8
5765,5
5766,3
5767,8
5768,6
5769,8
5770,8
5771,10
5772,8
5773,6
5774,5
5775,4
5776,8
5777,7
5778,4
5779,8
5780,8
5781,5
5782,7
5783,6
5784,9
5785,4
5786,2
5787,7
5788,5
5789,9
