,num_cp,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
4106,6,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
7024,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
2116,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1834,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
793,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
7763,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2674,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
94,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4225,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3756,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2891,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
2371,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6796,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
6507,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
6958,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3228,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6158,4,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0
6359,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5996,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
6712,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6997,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
6028,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
2853,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
7260,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2912,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
1865,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5754,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
4612,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
1857,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2645,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2243,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5373,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
2336,9,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
950,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3068,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1120,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2597,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2204,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
419,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
922,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1254,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
477,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2035,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7221,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
5788,6,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
5742,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5567,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1202,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6534,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2626,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5765,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7549,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1970,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3110,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4018,6,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
2151,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
3687,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4916,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1997,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
4033,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7691,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3054,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1248,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
2192,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2712,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
992,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2190,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4670,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5142,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
5984,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3762,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3597,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
4711,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
1318,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1863,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2343,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2449,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2136,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1065,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5868,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7784,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,7,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0
2621,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
77,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
2898,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6148,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4820,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1314,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5947,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7744,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
6858,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0
872,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
3850,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
5468,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5951,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7500,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0
2965,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3391,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
5415,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
2560,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7682,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2635,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5256,6,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0
3530,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
375,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1908,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4429,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
6798,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
6868,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
4027,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6461,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1604,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1118,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
3677,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3490,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7626,5,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0
6039,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
2958,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1994,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7779,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2376,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
7184,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
1342,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
320,11,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
1619,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3713,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7181,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2060,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
2219,8,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
1673,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6038,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
260,11,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
6931,4,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0
2039,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4785,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
901,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
3744,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6402,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
2026,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4234,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1917,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1828,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1573,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4415,6,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0
4749,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6233,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
6891,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
4654,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6283,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4208,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4627,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
224,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
723,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
7776,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
1141,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5529,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
6469,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5764,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6999,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
5554,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7440,4,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0
2762,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
846,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4289,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5560,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5042,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
6117,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2551,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5725,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2928,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
117,12,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
645,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
5966,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3,15,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
4170,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5851,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
467,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
5,15,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
5342,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
919,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2595,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4324,8,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
1063,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2590,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
242,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
6839,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
1160,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2870,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3735,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7175,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2397,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3517,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
3421,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2563,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
5622,6,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0
1605,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
7562,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
2324,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
2709,8,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
6899,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1312,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3448,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3812,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6085,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7295,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2362,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1975,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3514,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1761,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
5401,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
2739,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5637,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7305,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2472,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
4007,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
4718,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
6177,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1493,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4206,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
6371,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
2158,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1169,9,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
7089,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
232,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
66,14,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0
1603,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6168,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
3283,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3596,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6288,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4632,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
125,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
6229,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5350,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1296,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1976,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7090,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
7665,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2075,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4580,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
5750,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
7407,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
3086,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6816,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
3345,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
7291,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
5870,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6506,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
2797,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
918,9,1,1,1,1,1,1,2,3,3,0,0,0,0,0,0
1646,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5122,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
5126,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4978,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
5431,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4621,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
364,12,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0
3287,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
2125,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4123,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
4569,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
525,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4821,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
55,13,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0
638,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
302,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2766,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
5811,5,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0
1276,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7348,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
4720,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
2055,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
5376,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5145,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4432,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3644,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4143,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2878,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
4202,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6493,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5175,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2286,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
2261,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
5240,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
6984,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2296,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
5932,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1753,9,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
5197,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1968,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6825,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3117,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2393,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
523,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6376,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
5524,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
6677,5,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0
3900,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
7311,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
4699,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5585,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
6927,4,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0
3122,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6777,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
4156,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1969,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
671,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
4188,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
666,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
6804,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
1887,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
3266,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
280,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
1719,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
2947,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4455,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
899,10,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
6031,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
7599,3,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
6090,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6880,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
760,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
6254,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
1906,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4042,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
3823,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4138,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3818,7,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
6269,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
4300,8,1,1,1,1,1,2,2,5,0,0,0,0,0,0,0
5569,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6196,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2593,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4164,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
3031,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
5971,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3579,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2832,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5449,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
3472,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
6327,6,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0
137,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4892,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2180,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2128,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3177,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4854,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4637,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
5115,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6849,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4261,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4344,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1331,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2017,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4542,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
2482,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1358,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
6241,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
1329,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7812,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
2150,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
4530,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2122,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4673,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
3981,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1252,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3278,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3374,6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2814,9,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
4719,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6544,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
1848,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4858,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3037,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
388,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
235,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
1077,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1984,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4363,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
3962,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
770,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2165,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4533,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
673,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
249,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
6297,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1574,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
6238,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
3419,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2081,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1823,8,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0
7257,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
7499,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
4544,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5565,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
716,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
