,num_cp,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
5956,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5942,6,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
7470,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
6747,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
106,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
3984,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3870,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5903,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6424,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
131,12,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
1261,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7251,5,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
4288,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4411,6,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0
3315,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
7653,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
4381,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
5057,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5910,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
4633,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
4640,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5937,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4938,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3333,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6456,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
694,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5671,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
7180,4,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0
2024,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
167,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
93,12,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
367,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
6159,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
1514,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
982,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
7719,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
1373,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7025,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1144,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
2333,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3794,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
3334,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
5654,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
7494,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
2758,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
7584,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
1746,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6252,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3154,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
3717,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4562,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2328,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
7068,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3728,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
3332,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3210,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
2446,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2609,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6987,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
1163,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
511,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
789,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5365,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
7049,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
7365,4,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0
1253,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5212,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1606,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1010,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1662,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
3463,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7630,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7274,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
5516,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2310,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1053,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3548,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3127,8,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
1084,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3782,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5635,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4812,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
6539,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
5708,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
6512,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
7680,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
5707,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
1103,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1615,9,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
1188,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2447,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
73,14,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0
6225,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
4874,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1315,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4054,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
6114,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
4030,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3231,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3706,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1018,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
4828,6,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
1729,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
5438,6,1,1,1,1,3,5,0,0,0,0,0,0,0,0,0
179,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
1346,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
4717,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
1180,9,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
5378,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1893,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
7217,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5026,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
31,13,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0
5081,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3795,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3316,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
1945,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
7300,5,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0
168,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
7628,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6652,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
7826,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
4700,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
5918,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
7675,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
5099,5,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
6178,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1706,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
2354,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3977,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
4270,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1867,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5566,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7634,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
3282,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7133,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
2022,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
828,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
3194,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5761,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6968,5,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
6746,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
6464,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4315,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7038,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
1643,9,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
1402,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
26,14,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0
3358,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
3065,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3413,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
4856,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1420,9,1,1,1,1,1,1,2,3,3,0,0,0,0,0,0
3774,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
3668,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3592,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1323,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4761,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
2521,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5367,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5858,5,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
1918,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
500,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
6193,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
437,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3047,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1123,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1320,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1883,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
149,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
5153,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1765,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
1277,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
80,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
1087,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
7669,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
6563,5,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0
5608,6,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
4098,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4825,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5004,6,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
3393,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
4961,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
2287,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
4446,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
1783,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3856,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1894,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2345,9,1,1,1,1,1,1,2,2,4,0,0,0,0,0,0
1321,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7209,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3038,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4934,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
534,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
1429,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
4509,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5430,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6917,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4490,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
585,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1803,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1400,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7286,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
2867,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5055,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5144,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6426,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3185,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
1426,10,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
491,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
5459,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
4055,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
5080,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
7539,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1979,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1193,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4975,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
932,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6626,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
476,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
852,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6515,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
3898,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2002,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2842,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
3196,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
6188,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
1385,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
1978,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4076,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3625,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3245,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1720,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
3785,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
6843,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6175,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
5680,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7102,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
2111,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5993,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1721,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
4630,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
401,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
1858,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1786,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2020,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5194,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6788,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
5696,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5822,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
4570,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
573,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
1915,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6436,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
5678,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
1886,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
535,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2173,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1406,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2770,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3260,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
1281,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
473,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1966,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5166,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
881,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
3151,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6375,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2664,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
469,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3045,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
4220,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
247,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
1670,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5921,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
865,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
761,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
2495,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
6247,6,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
6659,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3248,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
425,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3392,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3076,8,1,1,1,1,1,2,2,5,0,0,0,0,0,0,0
7596,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
228,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
3428,7,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
2492,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4582,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1041,9,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
5112,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
1617,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2453,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7531,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
5861,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5948,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2127,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5621,6,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0
5925,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2899,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
58,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
3050,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2233,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
5817,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
96,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
3578,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
960,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3337,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6580,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
877,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
6550,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
156,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4625,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3078,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
611,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1737,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1835,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
4149,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
447,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
1297,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3982,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3620,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
592,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
3816,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5039,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4395,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5810,5,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0
5602,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3915,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
4664,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
624,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
6398,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7039,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1665,9,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
5729,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
756,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
7794,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
3857,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
4564,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2542,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5591,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6425,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2865,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6576,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5598,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7261,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1732,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
764,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
6840,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
6121,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6998,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
7503,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
7204,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3524,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1242,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1024,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5418,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
752,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
351,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2404,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3132,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4872,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6486,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2445,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3842,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
4190,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
561,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
6836,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
7036,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
3985,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
5038,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
6509,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
4362,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1047,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6817,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
1287,9,1,1,1,1,1,1,2,2,4,0,0,0,0,0,0
414,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3733,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6978,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
4741,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4660,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4515,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
7849,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3905,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6318,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6909,5,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0
2887,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
842,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1146,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
2680,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5417,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7495,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
3477,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4248,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4701,5,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0
1897,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
